center_code,center_name,hq_name,city,facility,status,region,state,country,property_lat,property_long,property_id,center_address,center_phone,center_pincode,enable_bag_guide,is_bagging_allowed,sort_code,region1,parent_center,property_facility_id
INRJALQG,Bari_ThakurPada_DPP,Bari_ThakurPada_DPP (Rajasthan),Bari,DC,Inactive,North,Rajasthan,India,26.638935,77.62515,2f3ff78c-e883-4117-94d1-b64bc3ed33ad,"Thakur Pada, Bari-328021",,328021,FALSE,FALSE,BAR/TKP,North,Agra_Sunari_H,594b4cf9-60cb-4ec2-a5d3-e71b7f022fac
IND242307AAB,Tilhar_SingCLNY_D,Tilhar_SingCLNY_D (Uttar Pradesh),Tilhar,DC,Active,North,Uttar Pradesh,India,27.968138,79.74041,7ed24840-4406-463b-8656-a219da097fee,"Plot No-204, Singh Colony, Post Tilhar, UP 242307",7465830764,242307,FALSE,TRUE,TLH/SNG,North,Mainpuri_Bypassroad_I,3c607466-03c6-44fd-8746-1c610f3dcd91
IN635109A1B,Hosur_BypassrRD_D,Hosur_BypassrRD_D (Tamil Nadu),Hosur,DC,Active,South,Tamil Nadu,India,12.734984,77.841545,b3ec7924-9663-4e11-80db-d38b77ba82e2,"10/77-28,By pass road,Hosur-635109",9.20E+11,635109,FALSE,TRUE,HOS/BYP,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INTNAAPJ,Ayyampettai_Salai_DPP,Ayyampettai_Salai_DPP (Tamil Nadu),Ayyampettai,DC,Active,South,Tamil Nadu,India,10.892833,79.18901,da327199-3a3c-4618-84bb-8400da04f709,"Door No 340,Salai Street,Ayyampettai",,614201,FALSE,TRUE,AYP/SLI,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
IND461775AAA,Pipariya_SndyaDPP_D,Pipariya_SndyaDPP_D (Madhya Pradesh),Pipariya,DC,Inactive,West,Madhya Pradesh,India,22.761362,78.35257,bcfb3cca-ae93-43ff-8d3b-c5a8f723ea79,"Ayush tiwari maharana pratap ward near PPS school sandiya road pipariya, MP",,461775,FALSE,TRUE,PPI/SRD,West,Bhopal_Central_H_1,c54e1dc4-4971-4911-a5bf-2751886e9b1f
IND741502AAA,Hanskhali_Bagula_D,Hanskhali_Bagula_D (West Bengal),Hanskhali,DC,Inactive,East,West Bengal,India,23.341137,88.64498,704094a7-55d9-4f4c-82a0-9c20c3be8626,"Bagula station para, Bagula,PS : Hanskhali, Near Dr. Ambedkar club,Nadia, 741502",,741502,FALSE,TRUE,HKL/BGL,East,Kolkata_Dankuni_P,ca2d8a0c-fa7a-47f7-9cd2-27f711128b32
IN756029A1B,Basta_Deulpara_DPP,Basta_Deulpara_DPP (Orissa),Basta,DC,Active,East,Orissa,India,21.690025,87.060715,5c98e315-94be-43aa-8300-8a0962638c91,"Wishbox Logistics, Plot No-247/1045, Baunsamukha , Basta, Balasore, Odisha, 756029 , Landmark: Gandhi Chhaka Hospital Road",,756029,FALSE,TRUE,BST/DLP,East,Kharagpur_Nimpura_I,26d65f7d-497e-48a0-99fa-407dfbb0bbc0
IND742303AAA,Domkal_BablaBon_D,Domkal_BablaBon_D (West Bengal),Domkal,DC,Inactive,East,West Bengal,India,24.11895,88.5579,62bf5f18-7b64-45a8-ae7e-04beab6868cf,"Sahajahan Ali Molla, Babla bona, PO+PS- Domkol, Near  -  Hospital more. Pin - 742303",,742303,FALSE,TRUE,CSZ/DKL,East,Kolkata_Dankuni_P,ca2d8a0c-fa7a-47f7-9cd2-27f711128b32
IND742149AAA,Murshidabad_Sirjudol_D,Murshidabad_Sirjudol_D (West Bengal),Murshidabad,DC,Inactive,East,West Bengal,India,24.183327,88.273994,0908b9b8-9930-425a-b59a-5b2ab9a87cd0," Word no 2 , Holding no 7 ,320 Sirajuddowla Road, P.O+P.S- Murshidabad Pin- 742149",,742149,FALSE,TRUE,MBB/SJD,East,Berhampore_Central_I_2,41c35dd8-422b-46e9-a051-2a8f01de6494
IN621316A1A,Viralimalai_Vedaaputi_DPP,Viralimalai_Vedaaputi_DPP (Tamil Nadu),Viralimalai,DC,Inactive,South,Tamil Nadu,India,10.605566,78.5476,5058398c-0085-496a-a3b0-d588baca23ba,"No: 148/2, Periyar Nagar, Manamettupatti road Viralimalai, Pudukkottai",,621316,FALSE,TRUE,VRL/VDP,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
IND721507AAB,Jhargram_JamdaDPP_D,Jhargram_JamdaDPP_D (West Bengal),Jhargram,DC,Inactive,East,West Bengal,India,22.44992,86.99396,5d89a3cf-3fcc-4a1e-8a1c-85701bd6d879,"C/o Suklal Saren , At & PO - Jamda , Jhargram, West Midnapur 721507 Land Mark - Soren Petrol Pump",,721507,FALSE,TRUE,JGM/JMD,East,Kharagpur_Malancha_I,de7d3d15-a2fc-4b91-885a-b67c13d111cb
INKAARCN,Bangalore_Chamarajpet_D,Bangalore_Chamarajpet_D (Karnataka),Bangalore,DC,Active,South,Karnataka,India,12.961119,77.560455,decdbccb-d400-4a8b-8565-610dd8f41836,59/1 Sirsi circle Mysore Rd Chamarajpet Bangalore 560018,9886711013,560018,FALSE,TRUE,BAN/MAR,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INKAAQGB,Bangalore_Arekere_D,Bangalore_Arekere_D (Karnataka),Bangalore,DC,Active,South,Karnataka,India,12.885065,77.60959,a263b7c5-34de-4524-a2a4-77512f5490db,"19th Main Rd, Indira Gandhi Housing Colony, Arekere, Bengaluru, Karnataka 560076",9538344010,560076,FALSE,TRUE,BAN/ARE,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INHPAMSS,Thunag_SBI_D,Thunag_SBI_D (Himachal Pradesh),Thunag,DC,Active,North,Himachal Pradesh,India,31.56006,77.17007,cafe6987-6da6-498c-96d7-c3fdf1b8b054,"Main market Thunag, Opposite SBI Thunag. PO and Tehsil Thunag, HP 175048",7018971262,175048,FALSE,TRUE,TNG/SBI,North,Mandi_Behna_I,a724f355-47b5-46de-87fb-774b8230bcfe
IND562101AAA,Chikblapur_ShntiSgr_D,Chikblapur_ShntiSgr_D (Karnataka),Chikkaballapura,DC,Inactive,South,Karnataka,India,13.424897,77.7286,1a3991e2-47db-4b3c-a6c0-443c3274c721,site srinivasmurthy.m #504 saisadana narayanashasti laout (near shanthisagar hottel) NH7. Chikkaballapura 562101,9.20E+11,562101,FALSE,FALSE,CBP/SSH,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
IND563131AAA,Mulbagal_Sunku_D,Mulbagal_Sunku_D (Karnataka),Mulbagal,DC,Active,South,Karnataka,India,13.165877,78.39865,5e9196da-cfd4-455f-8db9-868bdbc47e19,"19/Khata number 5269/2,  sunku ashwathnaraiah layout,Narshimatheertha road, Mulbagal,Kolar,Karnataka-563131 (India)",9900664201,563131,FALSE,TRUE,BWT/SUK,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
IND388220AAA,Umreth_Dakor_DC,Umreth_Dakor_DC (Gujarat),Umreth,DC,Inactive,West,Gujarat,India,22.704805,73.11604,c29eb17d-a4e6-4896-8fa4-ddf46015caac,"Next to Shubhlaxmi Complex, Nr.Bus tand, Vilage Umreth, Taluka.Umreth, District.Anand - 388220",,388220,FALSE,FALSE,UMH/DK,West,Vadodara_Dasranth_I,165a50f2-dccb-49d3-b399-096527a26835
IND123411A1A,Rewari_Zainabad_DPP,Rewari_Zainabad_DPP (Haryana),Rewari,DC,Inactive,North,Haryana,India,28.30056,76.38253,e47015e4-c55c-4e10-9b0f-da87048194b8,"Khola enterprises , main busstand dahina,123411",,123411,FALSE,TRUE,RE/ZNB,North,Gurgaon_Bilaspur_P,828acd1c-fa6c-43fc-94da-cc33bac208b2
IND829111AAA,Gumia_Central_DPP_1,Gumia_Central_DPP_1 (Jharkhand),Gumia,DC,Inactive,East,Jharkhand,India,23.79,85.83,e76836e9-a46f-4582-ac13-b1fb36c4ae02,"Delhivery Pvt. Ltd, post- Swang, 1B market, Near Gumia Collage, Gumia Road, Gumia, Dist- Bokaro, Jharkhand 829111",,829111,FALSE,FALSE,GMI/CNT,East,Ranchi_Hub,a5aca067-622d-4904-9c68-224bff1c59ed
IND452001AAC,Jalgaon_DC,Jalgaon_DC (Maharashtra),Jalgaon,DC,Active,West,Maharashtra,India,20.995243,75.58902,7ef9343b-55bc-483a-9a37-188715ee52e3,"Shop No 64, New Cattel market, Jalgaon - 425001",8600656628,425001,FALSE,TRUE,JLG/JLG,West,Dhule_MIDC_I,a44f0a3f-ce40-4032-9750-85077642f099
IN752030A1B,Balugaon_Oldasianhighwy_D,Balugaon_Oldasianhighwy_D (Orissa),Balugaon,DC,Active,East,Orissa,India,19.756468,85.2113,664774a3-b81c-406a-a5b3-4097865b70e5,"Saralapadar chawk, Near up School,BalugaonPin- 752030",9262667772,752030,FALSE,TRUE,BLG/AHW,East,Berhampur_Khajuria_I,f25f1815-b666-4984-9f5e-c2efdb49fd7d
INMPAAIV,Garoth_Abadi_DPP,Garoth_Abadi_DPP (Madhya Pradesh),Garoth,DC,Inactive,West,Madhya Pradesh,India,24.326147,75.6534,f82867d3-6623-45bb-ba65-73de374ce4ce,178 nai abadi garoth teh- garoth dist-mandsaur,,458880,FALSE,FALSE,GOH/ABD,West,Kota_Trnsprtngr_I,f0de160e-a8c2-4228-a7ab-15b8c80a760a
INUPAAYC,Shankargarh_PoliceStn_DPP,Shankargarh_PoliceStn_DPP (Uttar Pradesh),Shankargarh,DC,Inactive,North,Uttar Pradesh,India,25.183004,81.62533,ec2d949a-af4a-44fe-8ed5-84c10df07c60,Town area word no. 05 shishak nagar police station road pin code 212108 teh bara dist prayagraj ( uttarpradesh ),,212108,FALSE,TRUE,SHA/PSN,North,Allahabad_Central_H_1,732cc135-7e2b-4299-a690-d3b45e0c17e6
INMHAPBH,AhmedNagar_ShilaVihar_D,AhmedNagar_ShilaVihar_D (Maharashtra),Ahmednagar,DC,Active,West,Maharashtra,India,19.12334,74.74873,4d768a67-d95a-4297-9b97-d7a37646f2f0,PL No 6 S No 37/3 Shila Vihar Ahmednagar Maharashtra 414001,7276131071,414001,FALSE,TRUE,AHM/SHI,West,Ahmednagar_Kedgaon_I,fdc6ef33-854c-4522-bd81-322aeb2925f4
INMHABDA,Pathardi_AasaraNgr_DPP,Pathardi_AasaraNgr_DPP (Maharashtra),Pathardi,DC,Active,West,Maharashtra,India,19.169653,75.16971,da68ac7c-e0d4-49b5-bf77-01957e12c736,"Aasara Nagar,   Near Bhapkar Hospital, Manikdaundi Road, Tal:-Pathardi,414102",,414102,FALSE,TRUE,PTD/ASA,West,Ahmednagar_Kedgaon_I,fdc6ef33-854c-4522-bd81-322aeb2925f4
INMHABAC,Shevgaon_MiriRd_DPP,Shevgaon_MiriRd_DPP (Maharashtra),Shevgaon,DC,Active,West,Maharashtra,India,19.342808,75.218445,cb165276-1dcd-4af5-8c7c-de864a0f98d4,"Shop No 107, Miri Road, At Post Shevgaon, Tq Shevgaon, Dist Ahmednagar 414502",,414502,FALSE,TRUE,SHV/MRD,West,Ahmednagar_Kedgaon_I,fdc6ef33-854c-4522-bd81-322aeb2925f4
INMHAOSY,Pachora_PoliceStation_D,Pachora_PoliceStation_D (Maharashtra),Pachora,DC,Inactive,West,Maharashtra,India,20.667,75.3487,a1159d72-0820-4b9b-8ba9-2540230a5f2c,"Plot No 17, Mangalam Hights Bajula Aadarsh Nagar Pachora Jalgaon Pachora Maharashtra -424201",8600656628,424201,FALSE,FALSE,PAC/PoL,West,Dhule_MIDC_I,a44f0a3f-ce40-4032-9750-85077642f099
IN176206A1A,ShahpurHP_Dramman_D,ShahpurHP_Dramman_D (Himachal Pradesh),Shahpur-HP,DC,Inactive,North,Himachal Pradesh,India,32.23204,76.17249,b417dfc8-7be3-4e9e-9ef7-f0cdc09bf3e0,"Village Garola, PO Dramman, Sihunta Road, Chamba, HP",,176206,FALSE,FALSE,SSHDRM,North,BilaspurHP_Kothi_I,dc79c3ab-80ee-4856-95eb-848b80102297
IN230132A1A,LalganjAjhara_Shitalmau_D,LalganjAjhara_Shitalmau_D (Uttar Pradesh),Lalganj Ajhara,DC,Inactive,North,Uttar Pradesh,India,25.931204,81.71387,b79250b5-c952-4e16-a1ba-59d0f403ec0b,"Sagiyapur, Lalganj, UP 230132",9415494000,230132,FALSE,TRUE,JGJ/LAL,North,Allahabad_Central_H_1,732cc135-7e2b-4299-a690-d3b45e0c17e6
IND414603AAB,Newasa_Khurd_D,Newasa_Khurd_D (Maharashtra),Newasa,DC,Active,West,Maharashtra,India,19.533546,74.94308,0fb70f46-ee0f-4bc8-b2a6-bd9acc95ee91,"House No 167/1/A, Pavan Ganpati Parisar, Nevasa Khurd, Maharashtra 414603",8805030050,414603,FALSE,TRUE,NWS/KHD,West,Ahmednagar_Kedgaon_I,fdc6ef33-854c-4522-bd81-322aeb2925f4
INRJAOWU,RamganjMandi_ShivTemple_D,RamganjMandi_ShivTemple_D (Rajasthan),Ramganj Mandi,DC,Inactive,North,Rajasthan,India,24.64125,75.957436,efc2dccd-8498-4ec5-850b-c76c3fbf52f7,"Adarsh Nagar Plot No 96 Ramganj Mandi, Rajasthan 326519",9828959469,326519,FALSE,FALSE,RAM/SHI,North,Kota_Trnsprtngr_I,f0de160e-a8c2-4228-a7ab-15b8c80a760a
IN458775A1A,Bhanpura_Thagi_D,Bhanpura_Thagi_D (Madhya Pradesh),Bhanpura,DC,Inactive,West,Madhya Pradesh,India,24.512638,75.75806,1f2fb072-3dcb-480b-8bf8-c247ec4d11ba,"Infront of Police station, Jhalawar road, Bhanpura Madhya Pradesh 458775",,458775,FALSE,FALSE,BHM/THG,West,Kota_Trnsprtngr_I,f0de160e-a8c2-4228-a7ab-15b8c80a760a
IND791120AAA,Ziro_Hapoli_D,Ziro_Hapoli_D (Arunachal Pradesh),Ziro,DC,Active,East,Arunachal Pradesh,India,27.54198,93.812515,a313f050-b339-401e-a369-8a3f9aa09939,"DP Complex, RCC/26, D-1/22 Hapoli, Ziro, Arunachal Pradesh 791120",9101605597,791120,FALSE,TRUE,ZER/HPL,East,Itanagar_Banderdewa_I,2e9721d4-4457-49d3-b6f2-136710f5d42a
IND781335AAB,Nalbari_Bhgtpura_K,Nalbari_Bhgtpura_K (Assam),Nalbari,KIOSK,Inactive,East,Assam,India,26.43124,91.43542,f20a58c1-bfb5-413f-b06b-f5e71dcac0da,"C/o Indar Chand Mahabir Prasad, Bhagatpara Road, Nalbari-781335",,781335,FALSE,TRUE,NLV/BPK,East,Nalbari_Bhgtpura_D,510baa34-9735-460f-88ee-053d10ae55e3
IN176048A1C,Jahu_Naltu_D,Jahu_Naltu_D (Himachal Pradesh),Jahu,DC,Active,North,Himachal Pradesh,India,31.607216,76.703125,e6d38fa3-841d-4625-9f25-aba9267c9175,"Vill , Sulgwan PO, Jahu, Una - jahu Highway Road, Near Sulgwan Chowk - 176048",7018333783,176048,FALSE,TRUE,JAH/NAL,North,BilaspurHP_Kothi_I,dc79c3ab-80ee-4856-95eb-848b80102297
INHPAOPX,Hamirpur_SalouniDPP_D,Hamirpur_SalouniDPP_D (Himachal Pradesh),Hamirpur,DC,Active,North,Himachal Pradesh,India,31.58079,76.51392,fbb2e13c-3fdc-4eb8-9de8-842d7f35447c,"C/O Sharvan Kumar, S/O- Late Sunka Ram, Village - Khangalta, PO- Salouni, Tehsil- Barsar, District - Hamirpur. (HP) 174311",,174311,FALSE,TRUE,HAM/SAL,North,BilaspurHP_Kothi_I,dc79c3ab-80ee-4856-95eb-848b80102297
INHPASPR,Hamirpur_PratapNagar_D,Hamirpur_PratapNagar_D (Himachal Pradesh),Hamirpur,DC,Inactive,North,Himachal Pradesh,India,31.673662,76.53364,0e844e4f-8cbf-4ed7-b6b6-a8ee959e60ad,ward no.11 dosarka near PNB Bank 177001,,177001,FALSE,FALSE,HAM/PPN,North,BilaspurHP_Kothi_I,dc79c3ab-80ee-4856-95eb-848b80102297
INRJASOE,Jaipur_OLAElectricFC1_L,Jaipur_OLAElectricFC1_L (Rajasthan),Jaipur,"FC,SC",OnBoarding,North,Rajasthan,India,26.820496,75.555824,48f1976f-34f2-4e3a-a378-a49a2f5c3051,"P.NO. I-0-1 Krishna Kunj DAHMIKALAN BAGRUKALAN AJMER ROAD JAIPUR, 303007",7062800000,303007,FALSE,FALSE,JAI/OLA,North,Jaipur_BagruPhase2_H,990d5533-9765-484e-96a3-059ce44ed475
IN425109A1D,Erandol_Kashingr_D,Erandol_Kashingr_D (Maharashtra),Jalgaon,DC,Active,West,Maharashtra,India,20.92697,75.32328,4c46fbf5-386b-4af7-930e-078b43401e72,"Shop 7 & 8 Gt.No 1024, Plot No.19, Vanai Nagar, Old Dharangaon Road, Erandol pin code 425109",9923444281,425109,FALSE,TRUE,ERA/KSH,West,Dhule_MIDC_I,a44f0a3f-ce40-4032-9750-85077642f099
IN212655A1B,Khaga_Aydhmndr_D,Khaga_Aydhmndr_D (Uttar Pradesh),Khaga,DC,Inactive,North,Uttar Pradesh,India,25.776094,81.0985,e11ce9a7-3200-4ba5-9163-4f2cb2c6e1f8,NEW BAZAAR NAGAR PANCHAYAT KHAGA FATEHPUR-212655,,212655,FALSE,TRUE,KGA/ADH,North,Allahabad_Central_H_1,732cc135-7e2b-4299-a690-d3b45e0c17e6
IND303008AAB,Dudu_NrainaRD_D,Dudu_NrainaRD_D (Rajasthan),Dudu,DC,Inactive,North,Rajasthan,India,26.679405,75.23899,c7277465-cd52-45f7-b5a7-577c6e539bed,"Bohra Bhawan, Opp Rajkiya Samudaik Kendra, Naraina Road, Dudu, RJ",,303008,FALSE,TRUE,DUD/NRN,North,Jaipur_Bagru_I,a39d8f94-ea55-4200-a7da-1553a4c12ecc
IN413701A1A,Shrigonda_Wdalird_D,Shrigonda_Wdalird_D (Maharashtra),Shrigonda,DC,Active,West,Maharashtra,India,18.612408,74.69743,54eabc22-96c0-47ae-a65d-8e0290d2c689,"Daund Jamkhed Road Near By Bairavnath Temple Roinakhights Shrigonda Tal- Shrigonda, Dist- Ahmadnagar Pincode 413701",9260111158,413701,FALSE,TRUE,SGD/WDL,West,Ahmednagar_Kedgaon_I,fdc6ef33-854c-4522-bd81-322aeb2925f4
INARAQMF,Yazali_Yachuli_D,Yazali_Yachuli_D (Arunachal Pradesh),Yazali,DC,Active,East,Arunachal Pradesh,India,27.46439,93.7692,32d6bb23-7174-4932-8a1c-bde5002d4238,"Main MarketYachuli, Near Primary Health care centre, 791119",,791119,FALSE,TRUE,YAZ/YAC,East,Itanagar_Banderdewa_I,2e9721d4-4457-49d3-b6f2-136710f5d42a
IN211011A1E,Allahabad_Bajha_D,Allahabad_Bajha_D (Uttar Pradesh),Allahabad,DC,Active,North,Uttar Pradesh,India,25.45238,81.768715,541988f4-95ba-4c97-83ac-216f2cd12193,"House No 303, Transport Nagar, Prayagraj, 211011",8299127050,211011,FALSE,TRUE,ALH/BAJ,North,Allahabad_Rasulabad_H,e12baae7-109f-4f7f-811f-f59fb0e91284
INRJAMVW,Nainwa_GovtHospital_DPP,Nainwa_GovtHospital_DPP (Rajasthan),Nainwa,DC,Inactive,North,Rajasthan,India,25.777132,75.86416,839e42fd-0048-4933-91ab-5f90db60b6f9,"Infront of Govt Hospital Nagar Road Nainwa, Bundi, Rajasthan - 323801",,323801,FALSE,FALSE,NNW/GVT,North,Kota_Trnsprtngr_I,f0de160e-a8c2-4228-a7ab-15b8c80a760a
INUPAPJX,Kasganj_GandhiKunj_D,Kasganj_GandhiKunj_D (Uttar Pradesh),Kasganj,DC,Active,North,Uttar Pradesh,India,27.794,78.633,2c9aaea5-3c1c-4440-a2b6-56bed7d35ac1,"Gandhi Kunj,Bankner Nadrai, Gate Near Railway over Bridge Kasganj -UP (207123)",9149362885,207123,FALSE,TRUE,KAS/GAN,North,Aligarh_BemaNagar_I,74727c05-dd21-43f8-add5-085fc9a218ed
IN243638A1B,Sahaswan_Mainmarket_D,Sahaswan_Mainmarket_D (Uttar Pradesh),Sahaswan,DC,Active,North,Uttar Pradesh,India,28.072027,78.749725,ec763bc5-90b6-451b-842c-dbf18060e138,"Main Market,Seheswan,near by Tehseel",8979737475,243638,FALSE,TRUE,SHS/MNM,North,Aligarh_BemaNagar_I,74727c05-dd21-43f8-add5-085fc9a218ed
IND388620AAA,Khambhat_Kansari_DC,Khambhat_Kansari_DC (Gujarat),Khambhat,DC,Inactive,West,Gujarat,India,22.33362,72.64837,c52db71b-d3b7-40c3-9eba-9509f4828931,"Shop No-2, Srvay No 1562 to 1567, At.Kansari, Tal. Khambhat, Dis.Anand - 388620",,388620,FALSE,TRUE,CBY/KDC,West,Anand_Vaghasi_IP,8af39f11-4214-4306-90c0-2f8132675637
IND761110AAC,Asika_Central_DPP_2,Asika_Central_DPP_2 (Orissa),Asika,DC,Inactive,East,Orissa,India,19.60177,84.66753,88d68d71-498d-4097-9495-292aba8f78ca,"Aska,Ganjam,Odisha,Pin-761110,Land mark-Near Tvs Show Room",,761110,FALSE,FALSE,BAM/CRT,East,Berhampur_Khajuria_I,f25f1815-b666-4984-9f5e-c2efdb49fd7d
IND518543AAB,Allagadda_PSRAptmnt_D,Allagadda_PSRAptmnt_D (Andhra Pradesh),Allagadda,DC,Inactive,South,Andhra Pradesh,India,15.135613,78.49939,1c05046e-8f03-485f-ba5b-2c3e84ea1994,"#7-7-1/19,PSR Apartment,Koilakuntla road,Allagadda,Andhra Pradesh-518543",,518543,FALSE,FALSE,ALG/PSR,South,Anantapur_Rudrampeta_I,afc4e4e5-f3d9-4000-b82f-cbbb58a1803d
IND176061AAA,Palampur_Cnsrvila_D,Palampur_Cnsrvila_D (Himachal Pradesh),Palampur,DC,Inactive,North,Himachal Pradesh,India,32.10039,76.53344,0cfca1a5-49ab-4963-9df2-dee147c8cec8,"HR Noor , Coniser villa opp income tax office  near bus stand Palampur",,176061,FALSE,TRUE,PLMX/CNS,North,BilaspurHP_Kothi_I,dc79c3ab-80ee-4856-95eb-848b80102297
INUPAQQK,Hathras_Sasni_L,Hathras_Sasni_L (Uttar Pradesh),Hathras,SC,Deboarding,North,Uttar Pradesh,India,27.702679,78.08098,f3bf91c0-7a53-4ed0-8f62-6c257a44352d,Sabagagate BurgKua Hathras-204101,,204101,FALSE,FALSE,HTRF,North,Aligarh_BemaNagar_I,74727c05-dd21-43f8-add5-085fc9a218ed
IN761010A1A,Chikiti_Bhlasingi_D,Chikiti_Bhlasingi_D (Orissa),Chikiti,DC,Active,East,Orissa,India,19.201405,84.5972,53e3da18-eea8-4296-91db-2ef821e055bf,"Bramha Naar-1 Lane, Chikiti Pentho, Chikiti Orissa Pin- 761010",7978071962,761010,FALSE,TRUE,CKT/BSG,East,Berhampur_Khajuria_I,f25f1815-b666-4984-9f5e-c2efdb49fd7d
IND229206AAB,Lalganj_AdrshNGR_D,Lalganj_AdrshNGR_D (Uttar Pradesh),Lalganj,DC,Inactive,North,Uttar Pradesh,India,26.177246,80.96105,e41179b6-18b4-45a1-b646-0b31d93fff31,"300 Adarsh Nagar, Govindpur, Lalganj, Raebareli, UP 229206",,229206,FALSE,FALSE,LLG/ADR,North,Allahabad_Central_H_1,732cc135-7e2b-4299-a690-d3b45e0c17e6
INRJAARN,RamganjMandi_MarutiNgr_D,RamganjMandi_MarutiNgr_D (Rajasthan),Ramganj Mandi,DC,Inactive,North,Rajasthan,India,24.636425,75.93375,896b991a-7bc3-441b-bd8f-2dfeb369b7d5,"Near HP Petrol Pump Maruti Nagar Ramganj Mandi , RJ 326519",,326519,FALSE,TRUE,RMG/MRT,North,Kota_Trnsprtngr_I,f0de160e-a8c2-4228-a7ab-15b8c80a760a
IND845305AAA,Raxaul_KairiyaT_D,Raxaul_KairiyaT_D (Bihar),Raxaul,DC,Inactive,East,Bihar,India,26.97336,84.85413,94d09cf8-256c-4a96-98d3-b4783fdd1cdf,"H No-179, Kairiya Tola, Raxaul, East Champaran Bihar-845305(Near Bus Stand)",,845305,FALSE,FALSE,RXL/KYA,East,Motihari_Bariyarpur_I,c824da8b-52c0-49b9-98b8-ef287017cd29
IND416502AAA,Gadhinglj_Azadrd_D,Gadhinglj_Azadrd_D (Maharashtra),Gadhinglaj,DC,Inactive,West,Maharashtra,India,16.22562,74.34828,a7343de6-6a2e-414d-8f8e-7cae297a21b4,"Shop no. 1, Bhagyoday Niwas, M.No. 1341/2 , Azad Road, Gadhinglaj 416502",7057807270,416502,FALSE,TRUE,KOP/GDH,West,Belgaum_GandhiNgr_I,cd016151-f102-4da7-b69f-84d52427894e
INKAANCX,Salahalli_BelagaviRd_DPP,Salahalli_BelagaviRd_DPP (Karnataka),Salahalli,DC,Inactive,South,Karnataka,India,16.0713,75.231674,fb336071-a8ed-4126-af23-029cc44c91a1,"Mrutyinjay chichagandi BSNL office apposite belagavi road Salahalli 591130	",,591130,FALSE,FALSE,SHL/BGR,South,Belgaum_GandhiNgr_I,cd016151-f102-4da7-b69f-84d52427894e
IND845418AAB,Dhaka_PchpkrRD_D,Dhaka_PchpkrRD_D (Bihar),Dhaka,DC,Inactive,East,Bihar,India,26.673477,85.17083,c22bfc25-bc6b-4c4e-8db2-1fdf4d8ab258,"Pachpakri Road, Near Dr Sagir Ahmad Clinic, Dhaka, Distt East Champaran, Bihar 845418",,845418,FALSE,FALSE,DHK/PCH,East,Motihari_Bariyarpur_I,c824da8b-52c0-49b9-98b8-ef287017cd29
INGJAAKN,Vapi_GIDC_D,Vapi_GIDC_D (Gujarat),Vapi,DC,Inactive,West,Gujarat,India,20.355,72.90801,2699285a-7802-4826-aa96-f1af73d50cde,"Plot No.129 , Survey No.846 , Vibrant Business Park , GIDC Vapi , NH-08 , Vapi -396195. Gujrat",9854231302,396195,FALSE,TRUE,VPI/GDD,West,Vapi_GIDC_H,db8f6928-2878-4930-800a-b69ad5e88d5e
IN230204A1C,Kunda_Faredupur_D,Kunda_Faredupur_D (Uttar Pradesh),Kunda,DC,Inactive,North,Uttar Pradesh,India,25.71833,81.5196,f3028939-3f22-46f3-94da-43066f3890f1,"409, Farendupur, Kunda, Pratapgarh, UP 230204",,230204,FALSE,TRUE,KND/FRD,North,Allahabad_Central_H_1,732cc135-7e2b-4299-a690-d3b45e0c17e6
IND413801AAB,Daund_Central_DPP_2,Daund_Central_DPP_2 (Maharashtra),Daund,DC,Inactive,West,Maharashtra,India,18.436052,74.56682,8d463fdc-fe9e-4bf7-954b-4c25e8a851f6,"549 m 
Shop no. 1, Boravkenagar, Daund-Baramati Road, Taluka- Daund, Pune- 413801",,413801,FALSE,TRUE,DD/CNT,West,Pune_PC,305e78ba-7e63-423b-bd75-3b5e12666290
IN766107A1A,Khariar_Meheruclny_D,Khariar_Meheruclny_D (Orissa),Khariar,DC,Inactive,East,Orissa,India,20.302307,82.75612,3297a1ec-40c6-49b8-b54c-276ee2f553b2,"Meheru colony, Behind of New bus stand, Kharial,766107",8249679976,766107,FALSE,FALSE,KHR/MHR,East,Raipur_Sarona_H,f062798f-a263-4030-9ae3-c00c42c5b440
INORALZC,Raikia_Raikia_D,Raikia_Raikia_D (Orissa),Raikia,DC,Active,East,Orissa,India,20.054277,84.23979,4e1839a0-3543-4be1-b559-3931b63001b3,"Raikia, Odisha 762101",9437916281,762101,FALSE,TRUE,RKA/RKA,East,Berhampur_Khajuria_I,f25f1815-b666-4984-9f5e-c2efdb49fd7d
