center_code,center_name,hq_name,city,facility,status,region,state,country,property_lat,property_long,property_id,center_address,center_phone,center_pincode,enable_bag_guide,is_bagging_allowed,sort_code,region1,parent_center,property_facility_id
IN182311A1A,Reasi_Ward1_D,Reasi_Ward1_D (Jammu & Kashmir),Reasi,DC,Deboarding,North,Jammu & Kashmir,India,33.083565,74.8382,80aee009-dae0-4a2e-b1a9-79aab909469d,"Nai Basti, Reasi, Udhampur, Jammu and Kashmir 182311",8899962030,182311,FALSE,TRUE,REA/WAR,North,Jammu_GangyalCRPF_H,be4806ee-b5e5-4d11-bdcf-fd4d191d067d
IN125054A1A,Bahauddin_Sirsa_DPP,Bahauddin_Sirsa_DPP (Haryana),Bahauddin,DC,Inactive,North,Haryana,India,29.553558,75.23278,57f45ce9-2eca-47a5-893e-d9cb0b768d6d,VPO- BHAWDIN SIRSA ROAD NEAR BHAWDIN TOLL PLAZA BHAWDIN 125054,,125054,FALSE,FALSE,BHD/SRS,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
INHRAAIU,Hansi_HanumanColny_DPP,Hansi_HanumanColny_DPP (Haryana),Hansi,DC,Active,North,Haryana,India,29.096943,75.955765,c3cf55da-a826-41d7-a46b-97b2e9bfbcfa,"Shop no. 10 , Memka bhag Roop nagar colony barwala road near hissar chungi, hansi, Haryana - 125033",,125033,FALSE,TRUE,HNS/HNM,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
IND176001AAA,Kangra_Gurkhari_D,Kangra_Gurkhari_D (Himachal Pradesh),Kangra,DC,Inactive,North,Himachal Pradesh,India,32.126167,76.29032,55949460-557f-4ffa-b42e-7b6fde5520c8,"Near Gurkhari power station, P.O - kangra Distt - Kangra Pin code - 176001",,176001,FALSE,TRUE,KGRA/GUR,North,Chandigarh_Mehmdpur_P,344cc57d-4982-4817-b4fb-7d11b61308e0
INJKAABL,Bhaderwah_Dandi_D,Bhaderwah_Dandi_D (Jammu & Kashmir),Bhaderwah,DC,Active,North,Jammu & Kashmir,India,32.99213,75.70002,5a513e00-f843-48a4-bfc8-be8aa4bc195c,"64, Near Industrial Estate Dandi Bhaderwah, Dandi Rambagh Bhaderwah, Udrana, Doda, J&K 182222",6006819491,182222,FALSE,TRUE,BDR/DND,North,Jammu_GangyalCRPF_H,be4806ee-b5e5-4d11-bdcf-fd4d191d067d
IN621010A1B,Thuraiyur_Nathnngr_DPP,Thuraiyur_Nathnngr_DPP (Tamil Nadu),Thuraiyur,DC,Inactive,South,Tamil Nadu,India,11.146826,78.59586,68c96d2e-6ee2-4269-8c89-b66935954e72,"67G,SRS Nagar, Old Municipality Office Opp,Near Bus stand, Thuraiyur,Tirchy-621010",,621010,FALSE,FALSE,THY/NTN,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
INTSAAMF,Yellareddipet_PoliceStn_DPP,Yellareddipet_PoliceStn_DPP (Telangana),Yellareddipet,DC,Inactive,South,Telangana,India,18.379005,78.65583,beaceaa8-67dd-4060-bb90-67207876c680,"OPP,Ambedkar Sangam, narayanpur road, yellareddypet , Telangana - 505303",,505303,FALSE,FALSE,YLR/PLC,South,Karimnagar_KamnHbRD_I,9a4496f9-1b61-4b9c-b257-d92289e74135
INJKASJC,Ramban_Maitra_D,Ramban_Maitra_D (Jammu & Kashmir),Ramban,DC,OnBoarding,North,Jammu & Kashmir,India,33.231052,75.240715,7c884ea9-4393-4fcd-b7df-a123940e8fae,"DC office road near SSP office maitra,Ramban, Jammu & Kashmir - 182144",,182144,FALSE,TRUE,RAM/AIT,North,Jammu_GangyalCRPF_H,be4806ee-b5e5-4d11-bdcf-fd4d191d067d
INKAAPBY,Bangalore_FedExVRTL1_D,Bangalore_FedExVRTL1_D (Karnataka),Bangalore,"CP,DC",Active,South,Karnataka,India,13.046134,77.627335,6892dc34-e6b7-4944-b588-eb0db8a6a027,"459/2A/2B, TANISANDRA MAIN ROAD, BANGALORE-560077",,560077,TRUE,TRUE,BLR/FED,South,Bangalore_Soukyaroad_GW,8933c38b-ba8d-482d-a64e-9ae9788cc9a7
IND473443AAA,Mungaoli_AshkngRd_D,Mungaoli_AshkngRd_D (Madhya Pradesh),Mungaoli,DC,Inactive,West,Madhya Pradesh,India,24.410883,78.08597,8bf58988-504a-466a-ad74-e0b79d76d7c1,"Mungaoli Kasba, Ranj Panchayat, Ashok Nagar Road, Mungaoli, MP 473443 ",,473443,FALSE,FALSE,MNV/ANR,West,Guna_ModlTnwColny_I,42d607bf-381a-42ee-8afe-9687aafca9f0
INUPABBM,Farrukhabad_AwasViksclny_D,Farrukhabad_AwasViksclny_D (Uttar Pradesh),Farrukhabad,DC,Inactive,North,Uttar Pradesh,India,27.38647,79.61469,d9d44d6c-64e7-4118-8785-5cf5523dbd3c,"5/360, Awas Vikas Colony, Farrukhabad, UP 209625",8756915533,209625,FALSE,TRUE,FBD/AVK,North,Mainpuri_Bypassroad_I,3c607466-03c6-44fd-8746-1c610f3dcd91
IND563131AAB,Bangarapet_KolarRd_D,Bangarapet_KolarRd_D (Karnataka),Bangarapet,DC,Inactive,South,Karnataka,India,13.005857,78.173256,51db174a-f4e9-446b-92f7-1477b0b88ebd," Site no 34&39, Property ID 38-10-240, Shop No.5,Kolar Road, opposite RMC,Bangarpete Taluk,Kolar district, Karnataka, 563114",9620038206,563114,FALSE,TRUE,BWT/MUL,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
IND282002AAB,Agra_Central_D_4,Agra_Central_D_4 (Uttar Pradesh),Agra,DC,Inactive,North,Uttar Pradesh,India,27.215557,77.98751,6a3e0467-13d1-4728-82d4-e05b03ed6a54,"2/1, Gailana Road, Behind Chawla Motors, Transport Nagar, Agra, UP 282002",,282002,FALSE,TRUE,AGR/CRL,North,Agra_Sunari_H,594b4cf9-60cb-4ec2-a5d3-e71b7f022fac
IND506144AAA,Ghanpur_VnktsDPP_D,Ghanpur_VnktsDPP_D (Telangana),Ghanpur,DC,Inactive,South,Telangana,India,17.857088,79.37217,ff3f3cfd-2396-4e0d-a3cb-81be49727c83,"4-15,venkatasai internet, station ghanpur warangal,506144	

",,506144,FALSE,TRUE,GHN/VNK,South,Warangal_HunterRd_I,0c7d6e52-8031-4e76-a308-9d4d5b47f796
INTNAPVT,Hosur_Shoolagiri_D,Hosur_Shoolagiri_D (Tamil Nadu),Hosur,DC,Active,South,Tamil Nadu,India,12.662055,78.01335,1f74a826-cadd-47c1-90a6-11fa9a6bb382,"4/618, Kamaraj Nagar, Shoolagiri - 635117",9080447507,635117,FALSE,TRUE,HOS/SHO,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INKAANMB,Bagepalli_Chikballapur_D,Bagepalli_Chikballapur_D (Karnataka),Bagepalli,DC,Active,South,Karnataka,India,13.786572,77.780205,eb889ff4-0309-466a-952a-896f0e20b88f,"#45KHB ROAD,GANTAMVARIVALLI, TB CROSS, BAGEPALLI, KARNATAKA 561207",8073726247,561207,FALSE,TRUE,BGP/CBP,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
IND147001AAC,Patiala_RajpuraDPP_D,Patiala_RajpuraDPP_D (Punjab),Patiala,DC,Inactive,North,Punjab,India,30.339231,76.401726,d3ba8ada-33ef-49d6-a3b9-6e80f53dc008,"Opp Bus Stand, Near Lights Chownk, Rajpura Colony, Patiala, Punjab- 147001",,147001,FALSE,FALSE,PTA/RAJ,North,Chandigarh_Mehmdpur_P,344cc57d-4982-4817-b4fb-7d11b61308e0
IND577598AAA,Hiriyur_Ksrtc_D,Hiriyur_Ksrtc_D (Karnataka),Hiriyur,DC,Inactive,South,Karnataka,India,13.939209,76.62142,ce58d866-c2ac-467d-97ad-117736d24b4b,"opp Lic Office , beside OLD  Jayalakshmi theater , main road.(near KSRTC bus stand ) ward 16-Hiriyur , 577598",,577598,FALSE,FALSE,JRU/KSR,South,Bengaluru_Budigere_PC,549efc85-2823-4056-a908-5d02bbd6a3fb
INUPAQTW,Shahjahanpur_Azizganj_L,Shahjahanpur_Azizganj_L (Uttar Pradesh),Shahjahanpur,SC,Deboarding,North,Uttar Pradesh,India,27.860004,79.89744,2dac2ce0-addc-46c6-b50a-a8c993b0d484,Shop NO 55 Azizganj Shahjahanpur 242001,,242001,FALSE,FALSE,SJPF,North,Mainpuri_Bypassroad_I,3c607466-03c6-44fd-8746-1c610f3dcd91
INWBAQWU,Nazirpur_Thanarpara_D,Nazirpur_Thanarpara_D (West Bengal),Nazirpur,DC,Active,East,West Bengal,India,23.942596,88.534096,80632cc1-d0be-4cb2-a36e-2963e9b3d93a,"Near Allahabad Bank ,vill+P.o+PS: Thanarpara, DIST: Nadia,Pincode: 741152",7797498971,741152,FALSE,TRUE,NAZ/ANA,East,Berhampore_Central_I_2,41c35dd8-422b-46e9-a051-2a8f01de6494
INHRAAKF,Loharu_DevilalChwk_DPP,Loharu_DevilalChwk_DPP (Haryana),Loharu,DC,Inactive,North,Haryana,India,28.44823,75.80824,15f511f1-6443-4c63-a768-cdbeefa5c5b6,SHREE BALA JI ENTERPRISES OPPOSITE GOVERMENT POLYTECHNIC COLLEGE NEAR DEVI LAL CHOWK LOHARU HARYANA - 127201,,127201,FALSE,FALSE,LHR/DVL,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
IN335063A1C,Sangaria_GrainMkt_DPP,Sangaria_GrainMkt_DPP (Rajasthan),Sangaria,DC,Inactive,North,Rajasthan,India,29.786516,74.464035,c847434a-c2e4-4567-9bfe-833cca8289b7,"DHANA RAM JI SERVICES , AUTO MARKET ELENHABAD DIST. SIRSA 335063",,335063,FALSE,FALSE,SGRA/GRM,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
IND125055AAA,Sirsa_Shyam_DC,Sirsa_Shyam_DC (Haryana),Sirsa,DC,Inactive,North,Haryana,India,29.518215,75.03197,1b194ef7-77c2-4434-8385-233a6a189d27,Dss 144 huda complex near old bus stand sirsa-125055,8395950647,125055,FALSE,FALSE,SSA/SHD,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
INKAASIS,Bangalore_Peenya_I,Bangalore_Peenya_I (Karnataka),Bangalore,IPC,OnBoarding,South,Karnataka,India,13.022444,77.50684,53c5799d-a7e1-4f51-8c40-bc0f732b638a,"466, 12th Cross Rd, Peenya Industrial Area Phase IV, Peenya, Bengaluru, Karnataka 560058",,560058,FALSE,TRUE,BAN/EEN,South,Bangalore_Soukyaroad_GW,8933c38b-ba8d-482d-a64e-9ae9788cc9a7
INORALMV,Jaleswar_Gbrght_DPP,Jaleswar_Gbrght_DPP (Orissa),Jaleswar,DC,Active,East,Orissa,India,21.838898,87.24707,fb86c1a7-0f01-43ec-8860-b2aa22e20c02,"""At-Gobarghata Po-Laxmannath P.s-Jaleswar Dist-Balasore Pin-756087 Landmark-In front of laxmannath toll plaza",,756033,FALSE,TRUE,JLW/GBR,East,Kharagpur_Nimpura_I,26d65f7d-497e-48a0-99fa-407dfbb0bbc0
IND560032AAA,Bengaluru_RTNagar_Dc,Bengaluru_RTNagar_Dc (Karnataka),Bangalore,DC,Inactive,South,Karnataka,India,13.019469,77.596794,8a4f5ac2-6666-4527-ae2c-665150bdbb85,"Ground Floor ,86,5-B Main,Narayanappa Block, RT Nagar,Bangalore-560032",8050121271,560032,FALSE,FALSE,BLR/RTN,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INHRAAIP,Hansi_GandhiNagar_DPP,Hansi_GandhiNagar_DPP (Haryana),Hansi,DC,Inactive,North,Haryana,India,29.0973,75.9638,5b9ae15e-213c-4c4e-bd34-2aadd65e3bcf,"Delhi road, near maruti office,Hansi Hisar-125033",,125033,FALSE,FALSE,HNS/GNG,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
IN613005A1B,Thanjavur_GetaNgr_D,Thanjavur_GetaNgr_D (Tamil Nadu),Thanjavur,DC,Active,South,Tamil Nadu,India,10.747444,79.12009,44465b72-1351-41c1-b8e1-16dc5cd2882c,"VV Towers,No.14,SS Nagar,Madhakottai Road,Thanjavur-613005.",9965115029,613005,FALSE,TRUE,TJV/GTN,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
IND793003AAA,Shillong_Laitumkhrah,Shillong_Laitumkhrah (Meghalaya),Shillong,DC,Inactive,East,Meghalaya,India,25.5701,91.89426,08d59799-2263-418f-ac2e-150d1c883fb5,"Sapphire House, Laitumukhrah, Don Bosco Road ,Shillong, Dist. East Khasi Hills, Meghalaya - 793003",,793003,FALSE,TRUE,SHL/LAI,East,Guwahati_Hub,42ae4937-516a-4c8b-8d93-e8356621550c
IND622001AAA,Pudukkotti_Mrthndpr_D,Pudukkotti_Mrthndpr_D (Tamil Nadu),Pudukkottai,DC,Inactive,South,Tamil Nadu,India,10.378629,78.8218,d14dd884-f2ef-4957-89ba-baf4c5898e28,No 2 marthandapuram 1 st street matha complex Pudakottai -622001,8012362919,622001,FALSE,TRUE,PDKT/MRT,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
INKAARNG,Chikkaballapura_Sidlaghatta_D,Chikkaballapura_Sidlaghatta_D (Karnataka),Chikkaballapura,DC,Active,South,Karnataka,India,13.239309,77.92755,dfef45b9-419b-4cfb-9495-b0380e759707,"Kumbigana halli village,Hemaharlahalli Post,Jangamakote Hubli,Sidlaghatta Taluk,Chikkaballapur Distic-562102",7550338387,562102,FALSE,TRUE,CHI/DLA,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INHRAPTW,Agroha_Adampur_D,Agroha_Adampur_D (Haryana),Hisar,DC,Inactive,North,Haryana,India,29.284662,75.48012,a8c93e30-2510-4fd3-9b68-8c311761ba17,"New Loha Mandi, Near Hanuman Mandir by Pass Road Adampur, Hisar, Haryana- 125052",9992233346,125052,FALSE,FALSE,AGR/ADA,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
INKAANSB,Kolar_Jayanagara_D,Kolar_Jayanagara_D (Karnataka),Kolar,DC,Active,South,Karnataka,India,13.12625,78.13067,30109da1-1700-4497-a912-e88e0fb055b8,Venkateswara nilya PC extension 4th cross near government school kolar 563101,9902866156,563101,FALSE,TRUE,KLR/JYN,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
IND816107AAA,Pakur_Hatpada_D,Pakur_Hatpada_D (Jharkhand),Pakur,DC,Inactive,East,Jharkhand,India,24.637869,87.84164,314c312e-0dbf-4391-a2f2-1a597d1c973a,"H No-193,Hat Pada, Pakur,Jharkhand(816107)",7411314577,816107,FALSE,TRUE,PKR/HTP,East,Berhampore_Central_I_2,41c35dd8-422b-46e9-a051-2a8f01de6494
IND504296AAA,Kaghaznagar_Central_DPP_1,Kaghaznagar_Central_DPP_1 (Telangana),Kaghaznagar,DC,Inactive,South,Telangana,India,19.348246,79.48276,bb8ec94f-21df-442d-a339-3cb426b4fefd,"C-55 SBI Service Point, Near Rajeev Chourasta, Kagaznagar, 504296, Opposite SBI Bank",,504296,FALSE,FALSE,KGH/CNT,South,Karimnagar_KamnHbRD_I,9a4496f9-1b61-4b9c-b257-d92289e74135
IND563130AAA,Malur_NharuExt_D,Malur_NharuExt_D (Karnataka),Malur,DC,Inactive,South,Karnataka,India,13.000975,77.936745,0db76d62-a2af-4770-b8d1-bbfaf9f0eba8,"#44, 3rd Main Cross, Neharu Extinction, Near Honda Sports Stadium, Malur 563130",8970006999,563130,FALSE,FALSE,MLO/NXT,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
IND611001AAA,Nagapttinm_Sttyapar_D,Nagapttinm_Sttyapar_D (Tamil Nadu),Nagapattinam,DC,Inactive,South,Tamil Nadu,India,10.763788,79.84103,6a73269c-e216-490c-91ae-1d40778f2c18,"No.23 Sattayappar East Street Nagapatinam - 611001,",8098665351,611001,FALSE,TRUE,NGT/STT,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
INTNASCI,Tiruchi_Manikandam_L,Tiruchi_Manikandam_L (Tamil Nadu),Tiruchi,SC,OnBoarding,South,Tamil Nadu,India,10.723278,78.63175,f92713c3-6bb5-4b21-b2cc-b701f6392105,"5/282A, Sri Lakshmi warehouse, near Manikandam EB Office, Manikandam PO, Trichy 620012",,620012,FALSE,TRUE,TIR/MAN,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
IND742184A1A,Panchgram_BadshahiRD_DPP,Panchgram_BadshahiRD_DPP (West Bengal),Panchgram,DC,Inactive,East,West Bengal,India,24.211996,88.007805,b8018f9b-f3c1-42f8-93ac-f778b607eef0,"Badshahi Rd, Panchgram, West Bengal 742184",,742184,FALSE,TRUE,PNC/BDS,East,Berhampore_Central_I_2,41c35dd8-422b-46e9-a051-2a8f01de6494
INKAANPQ,Bangalore_SoukyaNew_L,Bangalore_SoukyaNew_L (Karnataka),Hoskote,SC,Active,South,Karnataka,India,12.964773,77.81514,c42e06fb-01fa-43cd-b596-55a9657e7650,"Sy.No.87/1, Anugondanahalli Village & Hobli, Hosakote Taluk, Bangalore  560067",,560067,TRUE,TRUE,BLR/SNW,South,Bangalore_Soukyaroad_GW,8933c38b-ba8d-482d-a64e-9ae9788cc9a7
INJKAOYB,Doda_GhatRoad_D,Doda_GhatRoad_D (Jammu & Kashmir),Doda,DC,Active,North,Jammu & Kashmir,India,33.14991,75.56081,938cd881-9cf0-4eaf-8bcd-1050af8ab45e,"Ghat Road near FCI Godawn, Doda Dessa, Jammu, J&K- 182202",9622398293,182202,FALSE,TRUE,DOD/GHA,North,Jammu_GangyalCRPF_H,be4806ee-b5e5-4d11-bdcf-fd4d191d067d
INKAAOAP,Bengaluru_Shantinagar_D,Bengaluru_Shantinagar_D (Karnataka),Bangalore,DC,Active,South,Karnataka,India,12.960204,77.594765,e0d16d1c-c8e5-4492-9ebe-bae62670c2b4,"#30/2, Shanti nagar, Shantinagar, Bangalore-560027",9972001564,560027,FALSE,TRUE,BNG/SHN,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INBRAAMK,Basopatti_MahavirChowk_DPP,Basopatti_MahavirChowk_DPP (Bihar),Basopatti,DC,Inactive,East,Bihar,India,26.557432,86.01159,e135d313-a7a9-40d6-93be-40c980ed2508,"Mahavir chowk, P/S+ P/O- Basopatti District- Madhubani state - bihar pincode-847225 near Patanjali store",,847225,FALSE,FALSE,BSP/MHC,East,Darbhanga_Sundarpur_I,e5b3049d-3fce-459b-b201-47de1816ab13
INHPALOO,Jari_Jari_DPP,Jari_Jari_DPP (Himachal Pradesh),Jari,DC,Active,North,Himachal Pradesh,India,31.997154,77.24539,63ce73d9-8965-4c57-bb5a-b60f1afd8e37,VPO JARI TEHSIL BHUNTER DISTT KULLU (HP) PIN CODE - 175105,,175105,FALSE,TRUE,JRA/JRA,North,Mandi_Behna_I,a724f355-47b5-46de-87fb-774b8230bcfe
IND148102AAA,Bhadaur_BChwkDPP_D,Bhadaur_BChwkDPP_D (Punjab),Bhadaur,DC,Active,North,Punjab,India,30.47745,75.33176,6e734518-eebd-41dd-8d2c-13d494eaf241,"Opp. Jain Sabha, Near Badda Chowk, Main Market Road, Bhadaur, Teh:- Tapa, Disst:- Barnala, (Punjab)148102",,148102,FALSE,TRUE,BNN/BCK,North,Bathinda_KrishnaNagar_I,a0c3e6dc-067f-4c40-882c-d18d63757ea0
IN182122A1A,Ramnagar_Ptntp_D,Ramnagar_Ptntp_D (Jammu & Kashmir),Ramnagar-JK,DC,Inactive,North,Jammu & Kashmir,India,32.8038,75.31471,2e6e371c-a0be-4a5c-9ba8-04f129b21ffb,"Dihari, Ramnagar, Udhampur, Jammu And Kashmir 182122.  ",8082865915,182122,FALSE,TRUE,RAM/PTP,North,Jammu_GangyalCRPF_H,be4806ee-b5e5-4d11-bdcf-fd4d191d067d
INWBAQFS,Howrah_Shibpur_C,Howrah_Shibpur_C (West Bengal),Howrah,CP,OnBoarding,East,West Bengal,India,22.57058,88.33292,d7046ea7-322f-499e-b22f-12582adc0cce,"1091 Foreshore Road, Howrah 711102",,711102,FALSE,TRUE,HOW/BPU,East,Howrah_ForeshoreRd_C,d5562b8c-a846-47e9-8b4c-4d1aab886da3
INTNAPGI,Kulithalai_CaveryNagar_D,Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai,DC,Active,South,Tamil Nadu,India,10.93943,78.42342,c0ec702c-bc84-4c58-a48e-9ad8a1c3e1f8,"95/2f,Shanmuga Theatre Backside, Kulithalai-639104",8925330862,639104,FALSE,TRUE,KUL/CAV,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
INMPALIX,Jirapur_BPCLPump_DPP,Jirapur_BPCLPump_DPP (Madhya Pradesh),Jirapur,DC,Inactive,West,Madhya Pradesh,India,24.019648,76.39019,c39202b0-bcc8-43e2-a81b-671ff73f7531,shop n.1 khilchipur road jirapur ( 465691) near by Mandloi Motors,,465691,FALSE,FALSE,JIR/BPL,West,Guna_ModlTnwColny_I,42d607bf-381a-42ee-8afe-9687aafca9f0
INTNASGJ,Nagapattinam_Proraiyar_D,Nagapattinam_Proraiyar_D (Tamil Nadu),Nagapattinam,DC,Active,South,Tamil Nadu,India,11.020951,79.8328,ba69720e-7e56-4796-afd5-c98259e40234,"Sivan South Street, Proraiyar, (In Front of Indian Overseas Bank), 607307",9629072250,607307,FALSE,TRUE,NAG/PRO,South,Tiruchi_Navalur_H,76cda58d-8186-46dd-9969-086aa6b7cc56
INKAAMLO,Bangalore_Dasanapura_L,Bangalore_Dasanapura_L (Karnataka),Bangalore,SC,Active,South,Karnataka,India,13.066156,77.43806,d00bfa09-edf7-4909-af7f-6c1dd648e8e8,"Survey No. 72, Dasanapura Village, Rahuthanalli Road, Bengaluru-562162",,562162,FALSE,TRUE,BLR/DSN,South,Bangalore_Soukyaroad_GW,8933c38b-ba8d-482d-a64e-9ae9788cc9a7
IND756036AAA,Dehurda_ThanaDPP_D,Dehurda_ThanaDPP_D (Orissa),Dehurda,DC,Inactive,East,Orissa,India,21.685207,87.41749,7e1a15b7-0904-4571-bbf5-cb2114a45775,"Natural Aim, A.T-Thana chok, P.S-Dahuda Bhograi,Land Mark -State Bank,Dist- Balosore,pin code-756036",,756036,FALSE,FALSE,DUDA/THN,East,Kharagpur_Malancha_I,de7d3d15-a2fc-4b91-885a-b67c13d111cb
INRJAAML,Bhadra_SanjayChowk_DPP,Bhadra_SanjayChowk_DPP (Rajasthan),Bhadra,DC,Inactive,North,Rajasthan,India,29.099504,75.168015,7b887ee2-74a3-463c-8f9d-cd9f885f9e06,shop no 3 main sanjay chowk bhadra - 335501,,335501,FALSE,FALSE,BHD/SNJ,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
IND742102AAA,Berhampore_Central_D_2,Berhampore_Central_D_2 (West Bengal),Baharampur,DC,Active,East,West Bengal,India,24.126053,88.2582,59006390-a6e0-4760-bcb4-51c02697b5b4,"Manindra Nagar, Cossimbazar Raj, Berhampore, Murshidabad,West Bengal Pin 742102",9641683604,742102,FALSE,TRUE,BPC/CNT,East,Berhampore_Central_I_2,41c35dd8-422b-46e9-a051-2a8f01de6494
IND110014AAB,Delhi_CPHLD_D,Delhi_CPHLD_D (Delhi),Delhi,STATION,Inactive,North,Delhi,India,28.580877,77.25106,63bac209-2c73-409c-b961-ee03ccd59797,Plilot no 118 Bhogal road near jain mandir 110014,9560592859,110014,FALSE,TRUE,DEL/CPH,North,Delhi_Bhogal,f8051129-6aa5-4c14-a0b0-2f1e0b39dda3
IND733127AAA,Tapan_NlglaDPP_D,Tapan_NlglaDPP_D (West Bengal),Tapan,DC,Inactive,East,West Bengal,India,25.30059,88.6033,de7c5759-89cb-4f8b-8263-aad633dc58f2,"nalagola,tapan balurghat road,po-nalagola,pin-733127	

",,733127,FALSE,TRUE,TPN/NLG,East,Kolkata_Dankuni_P,ca2d8a0c-fa7a-47f7-9cd2-27f711128b32
INKAAQVG,Bangalore_Nagavara_D,Bangalore_Nagavara_D (Karnataka),Bangalore,DC,Active,South,Karnataka,India,13.037075,77.61707,56005999-aa43-4e68-b4f7-bcc8e85e0d84,"#292,7th main road, Vyahalikaval, HBCS,Nagawara,Bangalore-560045",9738235471,560045,FALSE,TRUE,BAN/VAR,South,Bangalore_Soukyaroad_I,8848cfb5-69f9-451c-ab6f-2d00b7d40abf
INGJAMOJ,Dahod_GirdharNagar_D,Dahod_GirdharNagar_D (Gujarat),Dahod,DC,Active,West,Gujarat,India,22.851452,74.247444,239b7357-d08b-4595-bc78-c1d537365df0,"Ground floor , Yasoda residency, Nr.Janani Hospital, Girdharnagar,Zalod Road , Dahod-389151",8140213881,389151,FALSE,TRUE,DHD/GDN,West,Dahod_Vanzarwada_I,b4539a55-2783-4c2d-96e9-bff9f20f18e8
INRJAAOG,Bhadra_Dungrana_DPP,Bhadra_Dungrana_DPP (Rajasthan),Bhadra,DC,Inactive,North,Rajasthan,India,29.009487,75.10069,251cb848-9115-473c-b693-4a0e6e914463,Main bus stand dungarana,,335502,FALSE,FALSE,BHD/DNG,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
IN174101A1E,Nalagarh_Sanerh_DPP,Nalagarh_Sanerh_DPP (Himachal Pradesh),Nalagarh,DC,Inactive,North,Himachal Pradesh,India,31.04869,76.70046,3229382a-6def-4628-8f19-b7c871397551,VPO KHERA TEHSIL NALAGARH DISTRICT SOLAN HP - 174101,,174101,FALSE,FALSE,NLG/SNR,North,Chandigarh_Mehmdpur_P,344cc57d-4982-4817-b4fb-7d11b61308e0
INRJALPF,Kawai_KhanpurRd_DPP,Kawai_KhanpurRd_DPP (Rajasthan),Kawai,DC,Active,North,Rajasthan,India,24.757944,76.73294,ed6e4947-8c92-4198-8579-36451f4d1edf,khanpur road kawai dist baran Rajasthan-325219,,325219,FALSE,TRUE,KWI/KNR,North,Guna_ModlTnwColny_I,42d607bf-381a-42ee-8afe-9687aafca9f0
IN283204A1A,Tundla_LaxmiNGR_D,Tundla_LaxmiNGR_D (Uttar Pradesh),Tundla,DC,Inactive,North,Uttar Pradesh,India,27.21993,78.232414,8143a131-1cc8-4995-a01c-ecba02b4db01,Laxmi nagar Ganesh nagar IN front of sharda raman school 283204,,283204,FALSE,TRUE,TUN/LXM,North,Agra_Sunari_H,594b4cf9-60cb-4ec2-a5d3-e71b7f022fac
INJKAQEW,Jourian_Ward6_D,Jourian_Ward6_D (Jammu & Kashmir),Akhnoor,DC,Inactive,North,Jammu & Kashmir,India,32.835133,74.57609,ddc2285f-947d-44c5-b635-2063b5b4c019,"WARD NO 6, BYPASS MARKET JOURIAN-181202",9682584100,181202,FALSE,TRUE,JOU/WAR,North,Jammu_GangyalCRPF_H,be4806ee-b5e5-4d11-bdcf-fd4d191d067d
IN335501A1B,Bhadra_Asan_DPP,Bhadra_Asan_DPP (Rajasthan),Bhadra,DC,Inactive,North,Rajasthan,India,29.1043,75.1655,eb442233-519f-4ac5-b3b2-bc1821efdba0,WARD NO 5 ANAJ MANDI NEAR SIRSA BHADRA ROAD BHADRA Rajasthan 335501,,335501,FALSE,FALSE,BHD/ASN,North,Hisar_Dabra_H,d5f6d87f-76f9-4d6b-a721-cce24d3a8944
